,Wild Lifespan,Gene(s),Mutant Lifespan
3777,20.3,daf-2;K11B4.1,43.8
3778,20.3,daf-2;B0491.5,48.3
3779,20.3,daf-16;daf-2;Y39G10AR.8,13.0
3780,20.3,daf-16;daf-2;D2085.3,13.3
3781,20.3,daf-16;daf-2;D2013.7,13.5
3782,20.3,daf-16;daf-2;C09D4.5,13.9
3783,20.3,daf-16;daf-2;W01B11.3,13.3
3784,20.3,daf-16;daf-2;F59C6.4,13.6
3785,20.3,daf-16;daf-2;Y48G1A.4,13.1
3786,20.3,daf-16;daf-2;C47D12.6,12.9
3787,20.3,daf-16;daf-2;F22D6.3,13.0
3788,20.3,daf-16;daf-2;C48E7.2,13.6
3789,20.3,daf-16;daf-2;F14B4.3,13.0
3790,20.3,daf-16;daf-2;R53.4,13.0
3791,20.3,daf-16;daf-2;F59C6.5,13.1
3792,20.3,daf-16;daf-2;ZK973.10,13.2
3793,20.3,daf-16;daf-2;C01F1.2,13.7
3794,20.3,daf-16;daf-2;K01C8.6,13.4
3795,20.3,daf-16;daf-2;F59A3.3,13.5
3796,20.3,daf-16;daf-2;B0511.8,13.9
3797,20.3,daf-16;daf-2;Y47G6A.10,13.4
3798,20.3,daf-16;daf-2;F26E4.4,13.0
3799,20.3,daf-16;daf-2;C56E6.1,13.6
3800,20.3,daf-16;daf-2;K11B4.1,13.2
3801,20.3,daf-16;daf-2;B0491.5,13.0
3802,20.3,eat-2;Y39G10AR.8,30.2
3803,20.3,eat-2;D2085.3,28.1
3804,20.3,eat-2;D2013.7,32.3
3805,20.3,eat-2;C09D4.5,28.3
3806,20.3,eat-2;W01B11.3,30.8
3807,20.3,eat-2;F59C6.4,29.2
3808,20.3,eat-2;Y48G1A.4,27.3
3809,20.3,eat-2;C47D12.6,25.3
3810,20.3,eat-2;F22D6.3,29.2
3811,20.3,eat-2;C48E7.2,30.2
3812,20.3,eat-2;F14B4.3,29.1
3813,20.3,eat-2;R53.4,32.8
3814,20.3,eat-2;F59C6.5,28.2
3815,20.3,eat-2;ZK973.10,29.8
3816,20.3,eat-2;C01F1.2,26.7
3817,20.3,eat-2;K01C8.6,28.9
3818,20.3,eat-2;F59A3.3,29.4
3819,20.3,eat-2;B0511.8,28.7
3820,20.3,eat-2;Y47G6A.10,28.6
3821,20.3,eat-2;F26E4.4,27.4
3822,20.3,eat-2;C56E6.1,29.1
3823,20.3,eat-2;K11B4.1,29.4
3824,20.3,eat-2;B0491.5,20.8
3825,15.9,clk-1;daf-2,35.0
3826,32.6,clk-1;daf-2,52.3
3827,20.8,nuo-6;eat-2,48.7
3828,20.8,isp-1;nuo-6,30.2
3829,20.8,eat-2;isp-1,45.9
3830,21.6,nuo-6;isp-1,49.6
3831,21.6,isp-1;nuo-6,41.7
3832,21.6,eat-2;nuo-6,40.4
3833,14.66,daf-2;clk-2,54.0
3834,17.93,daf-2;clk-3,40.0
3835,17.93,daf-2;clk-4,40.0
3836,18.62,daf-2;clk-5,34.48
3837,17.24,daf-2;clk-7,41.37
3838,17.93,daf-2;clk-8,41.37
3839,20.68,daf-2;clk-9,48.96
3840,17.93,daf-2;clk-10,32.41
3841,15.86,daf-2;gro-1,34.48
3842,18.5,daf-2;nuo-6,47.3
3843,18.5,daf-2;nuo-6,48.9
3844,22.5,isp-1;ctb-1,34.5
3845,19.6,daf-2;isp-1,42.3
3846,19.6,isp-1;ctb-1,32.8
3847,19.6,daf-16;isp-1,29.6
3848,14.9,clk-1;clk-2,28.2
3849,14.9,clk-1;clk-2,28.3
3850,14.9,clk-3;clk-1,22.7
3851,14.9,clk-3;clk-1,43.5
3852,14.9,clk-3;clk-2,22.3
3853,14.9,gro-1;clk-2,12.3
3854,14.9,clk-3;gro-1,15.9
3855,14.9,age-1;fer-15;gro-1,34.1
3856,16.1,clk-1;clk-2,23.1
3857,16.1,clk-1;clk-2,25.4
3858,16.1,clk-3;clk-1,17.8
3859,16.1,clk-3;clk-1,27.5
3860,16.1,clk-3;clk-2,20.6
3861,16.1,clk-3;gro-1,14.6
3862,22.0,clk-1;clk-2,34.5
3863,22.0,clk-1;clk-2,30.3
3864,14.9,daf-16;clk-1,20.3
3865,14.9,daf-16;clk-3,19.2
3866,14.9,daf-16;gro-1,17.8
3867,14.9,daf-2;clk-1,43.3
3868,8.5,daf-2;clk-1,49.1
3869,18.9,rsks-1;cyc-2.1,31.2
3870,20.0,rsks-1;cyc-2.1,28.8
3871,18.9,daf-2;cyc-2.1,68.8
3872,20.0,daf-2;cyc-2.1,68.5
3873,18.9,daf-2;rsks-1;cyc-2.1,65.4
3874,20.0,daf-2;rsks-1;cyc-2.1,65.3
3875,18.9,atfs-1;cyc-2.1,19.8
3876,20.0,atfs-1;cyc-2.1,20.3
3877,18.9,aak-2;cyc-2.1,15.9
3878,20.0,aak-2;cyc-2.1,16.0
3879,19.5,drp-1;cyc-2.1,28.6
3880,18.7,drp-1;cyc-2.1,29.7
3881,19.1,drp-1;cyc-2.1,27.8
3882,20.4,daf-2;rsks-1;dve-1,18.5
3883,19.8,daf-2;rsks-1;dve-1,18.7
3884,19.7,daf-2;rsks-1;dve-1,22.5
3885,20.4,daf-2;rsks-1;ubl-5,34.9
3886,19.8,daf-2;rsks-1;ubl-5,36.2
3887,19.7,daf-2;rsks-1;ubl-5,32.5
3888,20.4,daf-2;rsks-1;atfs-1,42.6
3889,19.8,daf-2;rsks-1;atfs-1,39.5
3890,19.7,daf-2;rsks-1;atfs-1,44.1
3891,18.0,rsks-1;gld-1,17.4
3892,18.2,rsks-1;gld-1,16.9
3893,18.0,daf-2;gld-1,39.3
3894,18.2,daf-2;gld-1,41.1
3895,18.0,daf-2;rsks-1;gld-1,49.6
3896,18.2,daf-2;rsks-1;gld-1,52.1
3897,19.09,atfs-1;cco-1,30.0
3898,12.07,daf-2;daf-2,23.38
3899,12.07,daf-2;daf-16,10.4
3900,12.07,daf-2;pie-1,18.12
3901,12.07,daf-2;pgl-1,18.94
3902,12.07,daf-2;pgl-2,18.54
3903,12.07,daf-2;pgl-3,19.08
3904,12.07,daf-2;isw-1,19.41
3905,12.07,daf-2;mes-4,19.25
3906,12.07,daf-2;daf-16,11.01
3907,12.07,daf-2;pie-1,24.81
3908,12.07,daf-2;pgl-1,24.01
3909,12.07,daf-2;pgl-2,25.76
3910,12.07,daf-2;pgl-3,25.68
3911,12.07,daf-2;isw-1,23.16
3912,12.07,daf-2;mes-4,25.17
3913,12.07,daf-2;daf-16,12.46
3914,12.07,daf-2;pie-1,25.67
3915,12.07,daf-2;pgl-1,26.61
3916,12.07,daf-2;pgl-2,27.38
3917,12.07,daf-2;pgl-3,29.02
3918,12.07,daf-2;isw-1,25.12
3919,12.07,daf-2;mes-4,26.49
3920,13.0,ins-6;daf-28,15.4
3921,20.3,daf-2;daf-16,11.9
3922,14.7,daf-2;daf-16,11.7
3923,14.7,daf-2;daf-16;daf-16,10.0
3924,18.81,eat-2;daf-9,17.48
3925,19.26,eat-2;daf-9,18.18
3926,19.31,eat-2;emb-8,27.04
3927,17.31,eat-2;emb-8,25.84
3928,19.89,daf-7;nhr-8,19.41
3929,19.7,daf-2;hsf-1,7.5
3930,18.9,daf-2;hsf-1,10.8
3931,19.7,daf-2;rsks-1,47.0
3932,18.9,daf-2;rsks-1,49.4
3933,19.7,daf-2; rsks-1;hsf-1,10.0
3934,18.9,daf-2; rsks-1;hsf-1,12.7
3935,19.7,rsks-1;hsf-1,7.2
3936,18.9,rsks-1;hsf-1,7.8
3937,18.9,daf-16;ftt-2,12.8
3938,18.9,daf-16;ftt-1,14.0
3939,18.9,daf-2;ftt-2,23.4
3940,18.9,daf-2;ftt-1,25.4
3941,18.9,daf-2;ftt-2,18.5
3942,18.9,daf-2;ftt-1,19.6
3943,18.9,pdk-1;ftt-2,21.5
3944,18.9,pdk-1;ftt-1,24.7
3945,18.9,pdk-1;ftt-2,17.6
3946,18.9,pdk-1;ftt-1,19.5
3947,19.0,daf-16;ftt-1,8.7
3948,19.0,daf-16;ftt-2,7.2
3949,19.0,daf-2;ftt-1,12.5
3950,19.0,daf-2;ftt-2,11.4
3951,19.0,daf-2;ftt-1,12.0
3952,19.0,daf-2;ftt-2,8.4
3953,22.56,cep-1;isp-1,26.33
3954,21.24,cep-1;isp-1,23.83
3955,22.44,cep-1;clk-1,25.88
3956,22.44,cep-1;clk-1,26.52
3957,21.89,cep-1;clk-1,23.81
3958,21.89,cep-1;clk-1,25.77
3959,22.56,cep-1;mev-1,20.97
3960,22.56,cep-1;mev-1,19.51
3961,22.56,cep-1;mev-1,22.2
3962,22.56,cep-1;mev-1,20.47
3963,21.4,cep-1;mev-1,22.12
3964,21.4,cep-1;mev-1,21.95
3965,21.4,cep-1;mev-1,23.87
3966,19.7,cep-1;mev-1,20.91
3967,19.42,gas-1;cep-1,16.06
3968,19.42,gas-1;cep-1,15.56
3969,13.87,cep-1;gas-1,16.95
3970,13.87,cep-1;gas-1,16.35
3971,17.15,cep-1;ftn-1;ftn-2,18.92
3972,17.15,isp-1;ftn-1;ftn-2,25.4
3973,17.15,cep-1;isp-1;ftn-1;ftn-2,23.16
3974,17.15,mev-1;ftn-1;ftn-2,14.11
3975,17.15,cep-1;mev-1;ftn-1;ftn-2,15.16
3976,19.23,cep-1;ftn-1;ftn-2,19.51
3977,19.23,isp-1;ftn-1;ftn-2,22.3
3978,19.23,cep-1;isp-1;ftn-1;ftn-2,20.78
3979,19.23,mev-1;ftn-1;ftn-2,13.61
3980,19.23,cep-1;mev-1;ftn-1;ftn-2,16.11
3981,22.41,gas-1;ftn-1;ftn-2,14.85
3982,22.41,mev-1;ftn-1;ftn-2,13.38
3983,22.41,nuo-6;ftn-1;ftn-2,20.57
3984,22.41,isp-1;ftn-1;ftn-2,21.72
3985,17.0,cep-1;mev-1,19.83
3986,17.0,cep-1;gas-1,16.53
3987,17.0,cep-1;clk-1,14.44
3988,17.0,nuo-6;cep-1,17.57
3989,18.0,daf-16;sod-2,15.3
3990,21.8,sod-1;ire-1,21.5
3991,21.8,sod-1;xbp-1,27.8
3992,19.7,sod-1;ire-1,21.3
3993,19.7,sod-1;xbp-1,22.0
3994,19.2,daf-16;D2030.4,21.5
3995,19.2,daf-16;T02H6.11,23.5
3996,19.2,daf-16;F26E4.6,22.1
3997,19.2,daf-16;F26E4.9,25.3
3998,19.2,daf-16;W09C5.8,25.9
3999,19.2,daf-16;B0261.4,16.5
4000,19.2,daf-16;T06D8.6,16.5
4001,19.2,daf-16;F13G3.7,13.6
4002,19.2,daf-16;K01C8.7,16.4
4003,19.2,daf-16;F28B3.5,11.8
4004,19.2,daf-16;F57B10.3,12.3
4005,18.8,isp-1;ced-4,25.74
4006,18.26,isp-1;ced-4,26.28
4007,17.55,isp-1;ced-4,27.02
4008,18.46,ced-4;nuo-6,24.48
4009,18.7,ced-4;nuo-6,25.5
4010,17.55,ced-4;nuo-6,25.64
4011,19.68,egl-1;isp-1,31.74
4012,19.08,egl-1;isp-1,30.48
4013,19.92,egl-1;isp-1,31.72
4014,19.24,egl-1;nuo-6,30.18
4015,19.08,egl-1;nuo-6,30.1
4016,19.92,egl-1;nuo-6,30.02
4017,20.44,ced-13;isp-1,24.8
4018,22.16,ced-13;isp-1,24.96
4019,19.5,ced-13;isp-1,26.53
4020,19.26,ced-13;nuo-6,27.32
4021,20.16,ced-13;nuo-6,28.1
4022,20.22,ced-13;nuo-6,26.74
4023,20.19,isp-1;ced-4;egl-1,26.39
4024,20.48,isp-1;ced-4;egl-1,27.5
4025,20.74,isp-1;ced-4;egl-1,27.72
4026,20.19,isp-1;ced-4;ced-13,26.32
4027,20.48,isp-1;ced-4;ced-13,26.16
4028,20.74,isp-1;ced-4;ced-13,25.98
4029,19.48,nuo-6;ced-4;egl-1,27.28
4030,20.0,nuo-6;ced-4;egl-1,26.38
4031,19.44,nuo-6;ced-4;egl-1,26.2
4032,20.08,nuo-6;ced-4;ced-13,26.42
4033,21.08,nuo-6;ced-4;ced-13,26.22
4034,19.08,nuo-6;ced-4;ced-13,25.57
4035,18.88,rrf3;cbp-1,13.5
4036,18.88,eat-2;cbp-1,13.63
4037,18.88,glp-1;cbp-1,17.94
4038,18.88,clk-1;cbp-1,15.09
4039,18.88,mev-1;cbp-1,14.0
4040,13.92,daf-2;cbp-1,16.9
4041,13.92,daf-2;daf-16,14.2
4042,13.92,daf-2;dev-1,27.59
4043,13.92,daf-2;hsf-1,20.31
4044,13.92,rrf3;cbp-1,11.63
4045,13.92,rrf3;daf-16,11.36
4046,13.92,rrf3;dev-1,11.38
4047,13.92,rrf3;hsf-1,10.05
4048,13.92,rrf3;cbp-1,11.1
4049,20.84,daf-16;cbp-1,12.2
4050,19.12,rrf3;cbp-1;daf-16,14.75
4051,19.12,rrf3;cbp-1,15.59
4052,19.12,rrf3;daf-16,14.65
4053,12.56,eak-3;akt-1,12.64
4054,25.47,eak-3;daf-16,16.24
4055,12.7,eak-3;daf-2,50.85
4056,12.7,eak-3;akt-1,13.0
4057,12.7,eak-4;akt-1,13.1
4058,12.7,akt-1;sdf-9,12.7
4059,12.7,akt-1;sdf-9,13.0
4060,12.7,eak-6;akt-1,12.8
4061,19.21,age-1;drp-1,40.72
4062,19.21,daf-2;drp-1,51.02
4063,19.21,drp-1;daf-16,12.1
4064,19.21,age-1;daf-16,13.24
4065,19.21,age-1;drp1;daf-16,12.86
4066,19.21,daf-2;daf-16,15.05
4067,19.21,daf-2;drp-1;daf-16,16.34
4068,15.15,drp-1;age-1,33.49
4069,15.15,age-1;drp-1,37.76
4070,15.15,daf-2;drp-1,49.47
4071,15.03,isp-1;ctb-1;drp-1,26.9
4072,15.03,clk-1;drp-1,26.54
4073,20.8,daf-16;clk-1,23.5
4074,19.7,daf-16;eat-2,23.6
4075,21.9,eat-2;daf-2,41.6
4076,19.7,eat-2;clk-1,27.5
4077,21.9,clk-1;eat-2,26.5
4078,19.3,daf-16;ocr-2,13.7
4079,19.2,daf-16;ocr-2,14.8
4080,10.8,daf-16;osm-6,4.3
4081,12.5,daf-16;unc-31,7.6
4082,12.5,daf-16;unc-31,7.7
4083,9.6,daf-16;ocr-2,4.9
4084,12.0,daf-16;daf-2,14.0
4085,12.0,daf-12;daf-2,41.4
4086,22.0,daf-16;unc-64,20.0
4087,22.0,daf-16;unc-31,19.0
4088,24.0,unc-64;daf-2,59.0
4089,24.0,unc-31;daf-2,47.0
4090,24.0,unc-64;unc-31,43.0
4091,18.8,daf-16;daf-10,17.4
4092,18.8,daf-16;daf-19,15.3
4093,18.8,daf-16;osm-3,19.2
4094,18.8,daf-16;osm-5,18.7
4095,18.8,daf-16;tax-4,17.3
4096,18.8,daf-10;daf-2,37.2
4097,18.8,osm-3;daf-2,40.0
4098,14.1,scl-1;daf-2,19.0
4099,13.6,pep-2;daf-2,31.9
4100,13.6,daf-16;pep-2,9.3
4101,13.6,pep-2;let-363,22.2
4102,11.0,daf-16;daf-2,10.9
4103,11.0,daf-16;pep-2,7.4
4104,11.0,pep-2;let-363,15.8
4105,11.0,pep-2;daf-2,38.3
4106,11.0,daf-16;daf-2; pep-2,9.8
4107,17.6,daf-16;jnk-1,14.5
4108,17.6,jnk-1;daf-2,53.3
4109,14.9,jnk-1;akt-1;akt-2,38.8
4110,14.0,daf-16;tub-1,11.4
4111,14.0,tub-1;daf-2,31.7
4112,14.0,rgb-3;tub-1,16.8
4113,14.1,cku-70;rrf-3,15.5
4114,14.1,cku-70;daf-2,32.6
4115,14.1,cku-70;daf-16,12.8
4116,14.1,cku-70;daf-16; daf-2,14.5
4117,14.1,cku-80;rrf-3,14.7
4118,14.1,cku-80;daf-2,22.5
4119,14.1,cku-70;glp-4; daf-2,37.0
4120,14.1,cku-80;glp-4; daf-2,33.1
4121,17.6,let-60;daf-2,13.8
4122,17.6,let-60;daf-2,18.0
4123,17.6,let-60;daf-2,24.5
4124,17.6,let-60;daf-2,15.1
4125,17.6,let-60;daf-2,23.8
4126,17.6,sos-1;daf-2,29.8
4127,17.6,sem-5;daf-2,27.4
4128,17.6,let-60;daf-2,27.4
4129,17.6,sos-1;daf-2,29.6
4130,17.6,sem-5;daf-2,25.7
4131,8.9,daf-16;lin-14,8.4
4132,8.9,lin-14;daf-2,23.0
4133,14.6,lin-14;lin-4,16.6
4134,9.5,lin-4;lin-14,9.0
4135,21.6,lin-14;daf-2,31.1
4136,21.6,lin-14;daf-16,16.7
4137,16.0,lin-4;daf-2,13.8
4138,16.0,lin-4;daf-16,6.1
4139,18.3,smk-1;daf-2,26.6
4140,18.3,daf-16;daf-2,24.6
4141,18.3,smk-1;isp-1,26.1
4142,18.3,daf-16;isp-1,20.1
4143,17.5,smk-1;cyc-1,25.6
4144,17.5,daf-16;cyc-1,25.7
4145,18.3,smk-1;clk-1,16.6
4146,18.3,daf-16;clk-1,15.5
4147,18.3,smk-1;daf-16,10.6
4148,18.3,hsf-1;daf-16,8.0
4149,19.3,cst-1;daf-2,20.7
4150,16.3,cst-1;daf-16,13.9
4151,16.3,cst-1;age-1,21.1
4152,16.67,ifta-2;daf-2,24.64
4153,18.96,ifta-2;daf-16,19.95
4154,18.96,ifta-2;osm-5,24.15
4155,16.7,odr-3;gpc-1,20.3
4156,16.7,gpa-11;gpc-1,20.9
4157,16.7,gpc-1;gpa-11,17.9
4158,16.7,gpa-1;gpc-1,20.3
4159,16.7,odr-3;gpa-1,21.3
4160,16.7,gpa-1;gpa-11,16.9
4161,16.7,gpa-11;gpa-1,21.5
4162,16.7,gpa-11;odr-3,25.8
4163,16.7,gpa-11;odr-3,24.3
4164,16.7,gpa-11;odr-3,14.8
4165,17.5,gpa-11;odr-3,34.7
4166,17.5,gpa-11;odr-3,25.4
4167,17.5,gpa-11;odr-3,17.2
4168,17.5,daf-16;gpc-1,17.8
4169,17.5,daf-16;odr-3,13.6
4170,17.5,daf-16;gpa-11,14.2
4171,17.5,daf-16;gpa-1,19.0
4172,18.0,gpa-1;daf-2,37.9
4173,18.0,odr-3;daf-2,49.6
4174,18.0,gpa-11;daf-2,33.9
4175,18.0,gpa-11;daf-2;odr-3,44.5
4176,18.0,gpa-11;daf-2,47.3
4177,18.0,gpa-11;daf-2;odr-3,48.6
4178,19.1,daf-16;rle-1,15.7
4179,19.1,daf-16;rle-1,22.7
4180,16.4,daf-3;daf-7,14.9
4181,15.4,daf-3;daf-7,15.5
4182,18.6,daf-3;daf-7,12.7
4183,24.8,daf-3;daf-7,14.7
4184,19.0,daf-3;daf-7,14.9
4185,16.6,daf-3;daf-7,16.7
4186,15.0,daf-16;daf-7,13.0
4187,16.4,daf-16;daf-7,13.0
4188,18.9,daf-16;daf-7,18.2
4189,16.6,daf-16;daf-7,15.4
4190,16.6,daf-16;daf-7,11.8
4191,16.8,daf-3;daf-2,46.6
4192,18.9,daf-3;daf-2,22.0
4193,16.6,daf-3;daf-2,20.3
4194,18.9,daf-3;daf-2,22.4
4195,16.6,daf-3;daf-2,27.6
4196,14.9,bec-1;eat-2,14.7
4197,17.2,Ce-atg7;eat-2,15.8
4198,19.0,daf-16;daf-2,17.0
4199,18.2,par-5;sir-2.1,16.4
4200,18.2,par-5;daf-2,44.1
4201,18.9,daf-16;par-5,13.5
4202,18.9,daf-16;ftt-2,17.7
4203,18.2,ife-2;daf-2,46.6
4204,18.2,ife-2;age-1,27.5
4205,11.6,ife-2;glp-4,14.3
4206,18.2,ife-2;daf-16,22.7
4207,18.2,ife-2;daf-16,15.0
4208,18.2,ife-2;clk-1,29.7
4209,18.2,ife-2;eat-2,27.2
4210,18.2,ife-2;let-363;dpy-5;unc-13,21.3
4211,11.6,let-363;ife-2,19.2
4212,18.2,rsks-1;ife-2,27.6
4213,18.2,rskn-1;ife-2,26.9
4214,18.2,mnk-1;ife-2,25.2
4215,11.6,mnk-1;glp-4,10.9
4216,17.2,smk-1;eat-2,16.1
4217,18.1,pha-4;eat-2,13.7
4218,21.5,pha-4;daf-2,30.8
4219,21.5,daf-16;daf-2,22.5
4220,21.6,pha-4;cyc-1,29.2
4221,19.4,pha-4;daf-2,42.6
4222,19.4,daf-16;daf-2,24.7
4223,20.5,pha-4;isp-1,23.4
4224,18.4,daf-16;cyc-1,28.3
4225,20.7,daf-16;daf-2,16.6
4226,20.7,rpn-1;daf-2,15.0
4227,20.7,rpn-2;daf-2,15.3
4228,20.7,rpn-3;daf-2,16.3
4229,20.7,rpn-5;daf-2,35.3
4230,20.7,rpn-6;daf-2,13.4
4231,20.7,rpn-7;daf-2,14.2
4232,20.7,rpn-8;daf-2,15.8
4233,20.7,rpn-9;daf-2,32.2
4234,20.7,rpn-10;daf-2,32.6
4235,20.7,rpn-11;daf-2,15.6
4236,20.7,rpn-12;daf-2,36.7
4237,20.7,rpt-1;daf-2,15.0
4238,20.7,rpt-2;daf-2,33.2
4239,20.7,rpt-3;daf-2,16.0
4240,20.7,rpt-4;daf-2,15.6
4241,20.7,rpt-5;daf-2,15.1
4242,20.7,rpt-6;daf-2,15.8
4243,20.7,pas-1;daf-2,33.8
4244,20.7,pas-5;daf-2,15.7
4245,20.7,pas-6;daf-2,13.5
4246,20.7,pas-7;daf-2,34.0
4247,20.7,pbs-2;daf-2,13.0
4248,20.7,pbs-3;daf-2,11.9
4249,20.7,pbs-4;daf-2,12.2
4250,20.7,pbs-5;daf-2,12.5
4251,20.7,pbs-6;daf-2,16.9
4252,20.7,pbs-7;daf-2,12.4
4253,20.7,daf-16;glp-1,17.8
4254,20.7,rpn-1;glp-1,15.8
4255,20.7,rpn-2;glp-1,15.1
4256,20.7,rpn-3;glp-1,15.8
4257,20.7,rpn-5;glp-1,23.8
4258,20.7,rpn-6;glp-1,13.9
4259,20.7,rpn-7;glp-1,15.0
4260,20.7,rpn-8;glp-1,14.8
4261,20.7,rpn-9;glp-1,16.7
4262,20.7,rpn-10;glp-1,20.2
4263,20.7,rpn-11;glp-1,13.7
4264,20.7,rpn-12;glp-1,21.0
4265,20.7,rpt-1;glp-1,15.0
4266,20.7,rpt-2;glp-1,21.0
4267,20.7,rpt-3;glp-1,14.2
4268,20.7,rpt-4;glp-1,12.8
4269,20.7,rpt-5;glp-1,15.0
4270,20.7,rpt-6;glp-1,14.2
4271,20.7,pas-1;glp-1,22.5
4272,20.7,pas-5;glp-1,14.8
4273,20.7,pas-6;glp-1,13.2
4274,20.7,pas-7;glp-1,21.1
4275,20.7,pbs-2;glp-1,14.0
4276,20.7,pbs-3;glp-1,12.6
4277,20.7,pbs-4;glp-1,15.4
4278,20.7,pbs-5;glp-1,14.1
4279,20.7,pbs-6;glp-1,15.6
4280,20.7,pbs-7;glp-1,14.9
4281,18.6,daf-16;daf-2,15.6
4282,18.6,cul-1;daf-2,21.5
4283,18.6,cul-2;daf-2,27.6
4284,18.6,cul-3;daf-2,25.2
4285,18.6,cul-4;daf-2,26.2
4286,18.6,cul-5;daf-2,27.7
4287,18.6,cul-6;daf-2,26.2
4288,18.6,daf-16;glp-1,16.1
4289,18.6,cul-1;glp-1,22.8
4290,18.6,cul-2;glp-1,25.1
4291,18.6,cul-3;glp-1,20.9
4292,18.6,cul-4;glp-1,24.6
4293,18.6,cul-5;glp-1,26.5
4294,18.6,cul-6;glp-1,25.9
4295,20.7,lin-23;daf-2,24.3
4296,20.7,lin-23;daf-2,21.8
4297,16.3,lin-23;daf-2,16.6
4298,16.3,lin-23;daf-2,13.5
4299,16.2,lin-23;daf-2,17.0
4300,16.2,lin-23;daf-2,14.2
4301,14.7,"R13H8.1, daf-16;daf-2",11.7
4302,14.7,"Y76A2A.2, cua-1;daf-2",11.0
4303,14.7,F28D1.9;daf-2,12.0
4304,14.7,Y61A9LA.5;daf-2,13.5
4305,14.7,BE10.2;daf-2,15.2
4306,14.7,"T07D3.7, alg-2;daf-2",19.0
4307,14.7,"F39H11.2, tlf-1;daf-2",19.3
4308,14.7,F40F12.7;daf-2,19.9
4309,14.7,F52C6.2;daf-2,21.0
4310,14.7,"F41E6.4, smk-1;daf-2",21.3
4311,14.7,"M01E5.5, top-1;daf-2",22.2
4312,14.7,C14A4.9;daf-2,22.4
4313,14.7,C25H3.6;daf-2,22.5
4314,14.7,F30A10.6;daf-2,22.6
4315,14.7,"F20B6.8, hpk-1;daf-2",22.8
4316,14.7,M57.2;daf-2,22.9
4317,14.7,"C05D11.2, vps-16;daf-2",23.8
4318,14.7,"ZK270.1, ptr-23;daf-2",23.8
4319,14.7,C29F9.2;daf-2,24.3
4320,14.7,"T01C8.1, aak-2;daf-2",24.5
4321,14.7,C29F9.1;daf-2,24.8
4322,14.7,"R09B3.5, mag-1;daf-2",24.8
4323,14.7,"R144.4, wip-1;daf-2",25.3
4324,14.7,"Y17G7B.5, mcm-2;daf-2",25.3
4325,14.7,B0464.7;daf-2,25.4
4326,14.7,Y42G9A.4;daf-2,25.6
4327,14.7,"C29E6.1, let-653;daf-2",25.7
4328,14.7,B0303.9;daf-2,26.5
4329,14.7,"F45E1.6, his-71;daf-2",27.0
4330,14.7,"F41H10.7, elo-5;daf-2",27.1
4331,14.7,K11D12.9;daf-2,27.2
4332,14.7,C31H2.1;daf-2,27.3
4333,14.7,D2085.5;daf-2,27.4
4334,14.7,"F44B9.3, cit-1.2;daf-2",27.7
4335,14.7,"Y119C1B.8, tag-332;daf-2",28.0
4336,14.7,Y54G2A.31;daf-2,28.3
4337,14.7,D1069.3;daf-2,28.4
4338,14.7,C38C3.5;daf-2,28.6
4339,14.7,R12B2.6;daf-2,29.3
4340,14.7,W06E11.4;daf-2,29.4
4341,14.7,"F20H11.3, mdh-1;daf-2",32.1
4342,14.7,"Y76A2A.2, cua-1;daf-2; daf-16",9.5
4343,14.7,F28D1.9;daf-2; daf-16,9.3
4344,14.7,Y61A9LA.5;daf-2; daf-16,9.2
4345,14.7,BE10.2;daf-2; daf-16,9.7
4346,14.7,"T07D3.7, alg-2;daf-2; daf-16",9.9
4347,14.7,"F39H11.2, tlf-1;daf-2; daf-16",9.8
4348,14.7,F40F12.7;daf-2; daf-16,10.2
4349,14.7,F52C6.2;daf-2; daf-16,10.4
4350,14.7,"F41E6.4, smk-1;daf-2; daf-16",9.4
4351,14.7,"M01E5.5, top-1;daf-2; daf-16",10.6
4352,14.7,C14A4.9;daf-2; daf-16,9.5
4353,14.7,C25H3.6;daf-2; daf-16,10.8
4354,14.7,F30A10.6;daf-2; daf-16,9.4
4355,14.7,"F20B6.8, hpk-1;daf-2; daf-16",9.2
4356,14.7,M57.2;daf-2; daf-16,9.1
4357,14.7,"C05D11.2, vps-16;daf-2; daf-16",9.1
4358,14.7,"ZK270.1, ptr-23;daf-2; daf-16",9.8
4359,14.7,C29F9.2;daf-2; daf-16,10.3
4360,14.7,"T01C8.1, aak-2;daf-2; daf-16",9.5
4361,14.7,C29F9.1;daf-2; daf-16,10.3
4362,14.7,"R09B3.5, mag-1;daf-2; daf-16",9.3
4363,14.7,"R144.4, wip-1;daf-2; daf-16",12.2
4364,14.7,"Y17G7B.5, mcm-2;daf-2; daf-16",10.1
4365,14.7,B0464.7;daf-2; daf-16,10.0
4366,14.7,Y42G9A.4;daf-2; daf-16,10.1
4367,14.7,"C29E6.1, let-653;daf-2; daf-16",9.3
4368,14.7,B0303.9;daf-2; daf-16,9.6
4369,14.7,"F45E1.6, his-71;daf-2; daf-16",10.0
4370,14.7,"F41H10.7, elo-5;daf-2; daf-16",9.3
4371,14.7,K11D12.9;daf-2; daf-16,10.2
4372,14.7,C31H2.1;daf-2; daf-16,9.8
4373,14.7,D2085.5;daf-2; daf-16,10.3
4374,14.7,"F44B9.3, cit-1.2;daf-2; daf-16",9.8
4375,14.7,"Y119C1B.8, tag-332;daf-2; daf-16",10.6
4376,14.7,Y54G2A.31;daf-2; daf-16,10.1
