Wild Lifespan,Gene(s),Mutant Lifespan
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.8,daf-16,13.6
16.2,daf-2,39.4
19.4,age-1,41.7
14.4,pdk-1,21.1
15.7,akt-1,21.8
17.4,asm-3;rrf-3,20.1
17.4,asm-3;rrf-3,20.1
17.4,asm-3;rrf-3,20.1
22.7,daf-2,45.7
22.7,daf-2,45.7
22.7,daf-2;sod-3,57.3
22.7,daf-2,45.7
13.37,rict-1,10.3
13.37,rict-1,11.24
13.37,rict-1,10.3
13.37,rict-1,11.24
20.0,egl-9,20.8
20.0,daf-16,15.1
20.0,skn-1,15.4
20.0,daf-2,32.5
17.7,sod-1,17.3
17.7,sod-1,17.3
17.7,sod-1,17.3
17.7,sod-1,17.3
17.7,sod-2,27.2
17.7,sod-2,27.2
17.7,sod-2,27.2
17.7,sod-3,17.1
17.7,sod-2;sod-4,26.8
17.7,sod-3;sod-5,20.0
17.7,sod-3;sod-5,20.0
17.7,daf-2,60.8
17.7,clk-1,29.1
17.7,isp-1,42.3
17.7,eat-2,36.9
17.7,glp-1,32.1
13.6,hif-1;daf-16,12.4
13.6,hif-1;daf-2,35.0
13.6,hif-1;unc-24;daf-15,16.6
14.0,hif-1;rsks-1,17.0
14.0,egl-9;rsks-1,14.2
14.6,egl-9;eat-2,15.0
14.0,pha-4;hif-1,16.5
14.4,ire-1;hif-1,9.2
12.4,ire-1;ifg-1,10.2
14.9,xbp-1;hif-1,14.3
12.5,rsks-1;daf-2,69.3
12.7,rsks-1;daf-2,70.0
12.5,daf-16;daf-2;rsks-1,11.2
12.7,daf-16;daf-2;rsks-1,11.8
13.6,rsks-1;daf-2,50.5
12.8,rsks-1;daf-2,50.0
13.6,aakg-4;rsks-1,15.0
12.8,aakg-4;rsks-1,13.2
13.6,aakg-4;daf-2,22.0
12.8,aakg-4;daf-2,21.4
13.6,aakg-4;daf-2;rsks-1,26.0
12.8,aakg-4;daf-2;rsks-1,24.4
12.8,rsks-1;daf-2,58.7
13.0,rsks-1;daf-2,53.4
12.8,aak-2;rsks-1,9.7
13.0,aak-2;rsks-1,9.0
12.8,aak-2;daf-2,22.5
13.0,aak-2;daf-2,18.6
12.8,aak-2;daf-2;rsks-1,26.6
13.0,aak-2;daf-2;rsks-1,22.6
12.8,rsks-1;daf-2,62.8
13.0,rsks-1;daf-2,61.6
12.8,glp-1;rsks-1,11.7
13.0,glp-1;rsks-1,10.1
12.8,glp-1;daf-2,37.3
13.0,glp-1;daf-2,38.2
12.8,glp-1;daf-2;rsks-1,40.1
13.0,glp-1;daf-2;rsks-1,43.5
23.8,daf-18;daf-2,24.5
23.8,pptr-1;daf-2,29.8
23.7,daf-18;daf-2,22.5
23.7,pptr-1;daf-2,30.5
13.5,nhr-80;glp-1,11.5
16.5,nhr-80;glp-1,12.5
19.5,cyc-1;nhr-80,32.0
16.5,cyc-1;nhr-80,19.5
13.0,fat-2;glp-1,27.0
13.0,fat-2;glp-1,23.0
18.0,nhr-80;glp-1,37.5
18.5,nhr-80;glp-1,42.0
19.9,tcer-1;glp-1,16.3
19.9,daf-16;glp-1,15.3
19.5,tcer-1;glp-1,18.5
19.5,daf-16;glp-1,15.2
20.8,tcer-1;glp-1,13.9
20.8,daf-16;glp-1,12.9
19.5,tcer-1;glp-1,18.1
19.5,daf-16;glp-1,14.2
18.6,tcer-1;tcer-1,23.8
18.6,tcer-1;tcer-1,21.5
18.5,tcer-1;tcer-1,24.6
18.5,tcer-1;tcer-1,23.2
18.4,daf-16;tcer-1,17.7
18.4,daf-16;tcer-1,17.6
16.5,daf-16;tcer-1,16.9
16.5,daf-16;tcer-1,16.1
21.1,daf-16;tcer-1,16.6
21.1,daf-16;tcer-1,17.6
16.5,kri-1;tcer-1,16.0
16.5,kri-1;tcer-1,17.1
21.1,kri-1;tcer-1,16.8
21.1,kri-1;tcer-1,15.9
16.7,tcer-1;daf-2,31.3
21.4,daf-2;unc-51,38.5
21.4,daf-2;atg-3,43.9
21.4,daf-2;atg-4.1,37.3
21.4,daf-2;atg-4.2,37.1
21.4,daf-2;atg-5,47.0
21.4,daf-2;bec-1,26.4
21.4,daf-2;atg-7,41.9
21.4,daf-2;lgg-1,38.3
21.4,daf-2;lgg-2,41.0
21.4,daf-2;atg-9,45.0
21.4,daf-2;atg-10,39.9
21.4,daf-2;lgg-3,46.6
21.4,daf-2;atg-16.2,43.7
21.4,daf-2;atg-18,23.8
21.9,daf-2;unc-51,42.2
21.9,daf-2;atg-3,41.1
21.9,daf-2;atg-4.1,37.1
21.9,daf-2;atg-4.2,39.7
21.9,daf-2;atg-5,40.3
21.9,daf-2;bec-1,41.5
21.9,daf-2;atg-7,37.0
21.9,daf-2;lgg-1,39.3
21.9,daf-2;lgg-2,43.1
21.9,daf-2;atg-9,46.7
21.9,daf-2;atg-10,39.4
21.9,daf-2;lgg-3,40.0
21.9,daf-2;atg-16.2,41.2
21.9,daf-2;atg-18,38.9
20.96,eat-2;nhr-62,22.73
20.96,eat-2;nhr-62,21.23
20.96,eat-2;nhr-62,20.48
18.89,eat-2;nhr-4,24.48
18.89,eat-2;nhr-21,23.97
15.72,eat-2;nhr-62,18.93
14.58,nhr-62;daf-2,34.51
14.58,nhr-62;cco-1,30.53
16.49,nhr-62;daf-2,52.51
16.49,nhr-62;cco-1,31.73
14.92,nhr-62;let-363,20.76
15.92,nhr-62;let-363,20.78
14.9,daf-2;xbp-1,36.6
14.9,daf-2;ire-1,20.2
19.5,daf-2;ire-1,33.8
21.4,daf-2;xbp-1,24.4
21.4,daf-2;xbp-1,28.5
16.5,daf-2;xbp-1,36.6
16.5,daf-2;ire-1,19.9
17.5,daf-2;xbp-1,30.1
17.5,daf-2;ire-1,22.2
17.5,daf-2;xbp-1,23.6
17.5,daf-2;ire-1,16.0
21.4,daf-2;xbp-1,22.9
14.9,daf-2;xbp-1,22.3
14.9,daf-2;ire-1,16.0
18.6,daf-2;xbp-1,36.2
18.6,daf-2;ire-1,27.5
20.1,daf-2;xbp-1,36.1
20.1,daf-2;ire-1,30.3
20.2,daf-2;xbp-1,38.0
20.2,daf-2;ire-1,32.1
20.2,daf-2;xbp-1,18.6
20.2,daf-2;ire-1,18.9
19.8,daf-2;atf-6,42.7
20.4,daf-2;atf-6,39.9
20.4,daf-2;atf-6,30.0
16.4,daf-2;pek-1,42.9
19.6,daf-2;pek-1,49.6
19.6,daf-2;pek-1,31.9
18.2,daf-2;pek-1,50.3
20.4,daf-2;pek-1,40.8
20.4,daf-2;pek-1,28.2
20.4,daf-2;abu-11,45.5
20.4,daf-2;abu-11,28.6
19.8,daf-2;abu-11,41.0
19.8,daf-2;abu-11,31.9
16.1,daf-2;daf-16,11.0
16.1,daf-2;dox-1,19.0
16.1,daf-2;xbp-1,17.3
14.7,daf-2;daf-16,14.8
14.7,daf-2;dox-1,17.4
14.7,daf-2;xbp-1,14.6
17.5,daf-2;dox-1,24.1
16.2,daf-2;dox-1,24.9
19.1,daf-2;dox-1,30.7
18.1,daf-2;dox-1,31.6
14.9,isp-1;ire-1,19.1
14.9,isp-1;ire-1,21.1
17.5,isp-1;ire-1,21.8
18.6,isp-1;ire-1,21.9
20.2,isp-1;ire-1,21.9
20.1,isp-1;ire-1,23.5
21.4,eat-2;ire-1,18.4
17.5,eat-2;ire-1,19.7
18.6,eat-2;ire-1,21.5
20.1,eat-2;ire-1,19.8
20.44,daf-2;skn-1,22.63
20.44,daf-2;skn-1,22.25
20.44,daf-2;skn-1,19.83
20.44,daf-2;skn-1,38.6
20.44,daf-2;skn-1,27.64
20.44,daf-2;skn-1,33.16
20.44,rrf-3;skn-1,20.43
20.44,rrf-3;daf-2;skn-1,25.83
13.8,rrf-3;akt-1;akt-2,22.5
13.8,rrf-3;skn-1;akt-1;akt-2,11.6
13.8,rrf-3;skn-1;akt-1;akt-2,20.4
13.8,rrf-3;skn-1;akt-1;akt-2,17.69
13.8,sgk-1;skn-1,8.2
13.8,sgk-1;skn-1,9.1
16.33,daf-2;utx-1,47.17
16.16,daf-2;utx-1,49.29
16.33,daf-16;utx-1,9.89
16.16,daf-16;utx-1,10.4
16.24,daf-16;utx-1,9.1
16.33,akt-1;utx-1,26.5
16.16,akt-1;utx-1,30.18
16.24,akt-1;utx-1,28.51
16.33,akt-2;utx-1,18.23
16.16,akt-2;utx-1,21.77
16.33,sgk-1;utx-1,20.63
16.16,sgk-1;utx-1,21.29
16.33,sir-2.1;utx-1,23.87
16.16,sir-2.1;utx-1,24.72
16.33,rrf-1;utx-1,18.19
16.33,glp-1;utx-1,19.15
16.16,glp-1;utx-1,18.17
16.24,glp-1;utx-1,18.56
10.95,rrf-1;utx-1,11.63
10.95,rrf-1;utx-1,12.82
10.95,rrf-1;utx-1,12.7
10.95,rrf-1;utx-1,12.25
10.95,rrf-1;utx-1,11.7
10.95,rrf-1;utx-1,10.62
10.95,rrf-1;ash-2,14.04
10.95,rrf-1;ash-2,15.3
10.95,rrf-1;ash-2,14.57
18.5,daf-2;daf-16,16.4
18.5,daf-2;daf-16,20.8
18.5,daf-2;daf-16,19.9
26.5,daf-2;skn-1,18.5
22.1,daf-2;skn-1,17.7
21.5,daf-2;skn-1,15.3
29.2,daf-2;skn-1,18.1
24.9,daf-2;skn-1,20.3
26.6,daf-2;skn-1,17.5
26.7,daf-2;skn-1,18.5
22.3,daf-2;skn-1,20.6
22.3,daf-2;skn-1,19.0
19.8,daf-2;skn-1,29.4
25.7,daf-2;skn-1,17.1
23.7,daf-2;skn-1,33.8
22.1,daf-2;skn-1,16.7
27.0,daf-2;skn-1,21.3
23.9,daf-2;skn-1,30.1
25.4,daf-2;skn-1,16.6
23.6,daf-2;skn-1,17.1
23.3,daf-16;daf-2;skn-1,16.5
23.3,daf-2;skn-1,38.9
24.5,daf-2;skn-1,20.3
24.5,daf-2;daf-2,71.7
24.5,daf-2;skn-1;daf-2,19.3
22.9,daf-2;skn-1,16.6
22.9,daf-2;daf-2,54.8
22.9,daf-2;skn-1;daf-2,25.9
11.5,fat-5;cyp-35A2,15.9
14.1,eak-7;akt-1,25.5
14.7,eak-7;daf-16,11.1
14.7,eak-7;hsf-1,11.1
14.7,eak-7;akt-1,28.3
14.7,eak-7;akt-2,25.7
14.7,eak-7;sgk-1,10.6
14.7,akt-1;sgk-1,11.0
15.8,eak-7;glp-1,49.7
18.3,eak-7;glp-1,40.4
15.3,eak-7;eak-3,21.8
18.3,eak-7;eak-3,19.8
15.0,eak-7;akt-2,24.3
15.0,eak-7;sgk-1,12.9
15.0,akt-1;sgk-1,14.2
15.0,akt-1;akt-2,48.1
14.0,eak-7;daf-16,11.1
13.2,eak-7;smk-1,14.5
14.6,eak-7;sdf-9,21.1
18.6,eak-7;sdf-9,21.7
15.3,eak-7;eak-6,22.5
16.5,eak-7;eak-6,22.6
14.7,eak-7;rle-1,15.1
14.9,eak-7;rle-1,13.1
20.0,daf-2;aak-2,17.2
20.0,daf-2;aak-2,25.1
20.0,daf-2;aak-2,29.4
20.0,daf-16;aak-2,14.6
19.4,daf-2;par-4,24.7
20.0,daf-16;par-5,14.0
20.0,daf-16;ftt-2,14.0
20.0,sir-2.1;par-5,15.0
20.0,sir-2.1;ftt-2,14.0
20.0,sir-2.1;daf-16,14.0
20.0,daf-2;par-5,38.0
20.0,daf-2;ftt-2,38.0
20.0,daf-2;daf-16,18.0
20.0,sir-2.1;par-5,19.0
20.0,sir-2.1;ftt-2,15.0
20.0,sir-2.1;daf-16,15.0
14.6,daf-2;elt-1,32.5
14.6,daf-2;elt-2,15.0
14.6,daf-2;elt-3,17.5
14.6,daf-2;elt-5,13.8
14.6,daf-2;elt-6,21.5
14.6,daf-2;end-1,27.0
14.6,daf-2;med-1,22.2
14.6,daf-2;elt-1,25.7
14.6,daf-2;elt-2,18.3
14.6,daf-2;elt-3,14.7
14.6,daf-2;elt-5,7.1
14.6,daf-2;elt-6,23.5
14.6,daf-2;end-1,15.5
14.6,daf-2;end-3,23.1
14.6,daf-2;med-1,30.5
13.3,daf-2;elt-1,30.7
13.3,daf-2;elt-2,20.1
13.3,daf-2;elt-3,24.0
13.3,daf-2;elt-5,5.2
13.3,daf-2;elt-6,30.7
13.3,daf-2;end-1,27.0
13.3,daf-2;end-3,30.6
13.3,daf-2;med-1,35.0
16.1,daf-2;egl-27,16.4
16.1,daf-2;egr-1,20.1
15.5,daf-2;egl-27,24.6
15.5,daf-2;egr-1,22.0
18.1,daf-2;elt-3,20.0
14.2,elt-3;daf-2,22.7
12.5,eat-2;elt-3,11.8
12.3,eat-2;elt-3,11.8
15.5,daf-2;col-144,24.8
15.5,daf-2;ugt-9,31.2
14.0,daf-2;col-144,32.3
14.0,daf-2;ugt-9,33.5
17.2,eat-2;wwp-1,17.1
18.7,wwp-1;pha-4,17.5
18.7,wwp-1;pha-4,16.4
18.7,wwp-1;pha-4,17.1
18.1,wwp-1;daf-16,21.0
19.4,wwp-1;daf-16,21.1
18.4,isp-1;wwp-1,28.1
18.8,eat-2;wwp-1,17.9
18.8,eat-2;wwp-1,17.0
21.7,eat-2;ubc-18,20.5
21.7,eat-2;ubc-18,21.1
21.7,isp-1;ubc-18,31.0
18.7,wwp-1;ubc-18,19.1
18.6,wwp-1;ubc-18,17.9
18.74,daf-2;mekk-3,60.42
16.87,daf-2;mekk-3,58.27
16.36,daf-16;mekk-3,24.06
16.36,daf-16;pdk-1,13.07
17.04,daf-16;mekk-3,21.84
16.87,daf-3;mekk-3,25.65
18.99,daf-3;mekk-3,26.2
18.99,daf-5;mekk-3,27.0
18.99,daf-5;mekk-3,27.24
18.99,daf-2;daf-3;mekk-3,73.85
18.99,daf-2;daf-3;mekk-3,74.16
16.24,eat-2;mekk-3,27.35
19.02,eat-2;mekk-3,29.99
19.02,eat-2;mekk-3,21.66
16.24,eat-2;mekk-3,26.91
16.65,eat-2;mekk-3,25.64
16.24,eat-2;mekk-3,28.02
19.02,mev-1;mekk-3,15.06
16.24,mev-1;mekk-3,20.41
19.02,gas-1;mekk-3,29.74
16.56,gas-1;mekk-3,33.3
16.56,clk-1;mekk-3,34.24
16.41,clk-1;mekk-3,24.56
16.56,skn-1;mekk-3,26.39
18.21,skn-1;mekk-3,26.03
17.48,nhr-49;mekk-3,15.49
17.49,nhr-49;mekk-3,25.12
17.48,nhr-8;mekk-3,12.71
17.49,nhr-8;mekk-3,17.3
17.48,aha-1;mekk-3,12.89
17.49,aha-1;mekk-3,13.28
17.48,ahr-1;mekk-3,14.92
17.49,ahr-1;mekk-3,19.24
17.48,ahr-1;mekk-3,20.96
17.49,ahr-1;mekk-3,15.33
17.48,pgp-3;mekk-3,18.63
17.49,pgp-3;mekk-3,20.21
17.48,pgp-3;mekk-3,19.67
17.49,pgp-3;mekk-3,19.27
19.69,hsf-1;mekk-3,31.78
18.25,hsf-1;mekk-3,35.53
17.48,eat-2;nhr-49,12.55
18.28,eat-2;nhr-49,13.84
18.37,eat-2;nhr-8,22.52
17.59,eat-2;nhr-8,23.04
19.02,rde-1;mekk-3,20.96
16.24,rde-1;mekk-3,17.64
16.56,rde-1;mekk-3,20.96
16.24,rde-1;mekk-3,17.64
19.6,rde-1;mekk-3,20.96
18.28,rde-1;mekk-3,17.64
20.91,nhr-49;mekk-3,13.67
19.6,nhr-49;mekk-3,14.7
20.91,daf-22;mekk-3,20.59
19.6,daf-22;mekk-3,18.56
12.76,daf-2;mekk-3,44.41
11.91,daf-2;mekk-3,43.82
18.76,daf-2;mekk-3,40.43
18.74,daf-2;mekk-3,39.09
20.34,glp-1;mekk-3,25.65
20.49,glp-1;mekk-3,23.65
25.1,sgk-1;daf-16,17.6
25.1,akt-1;daf-16,15.3
20.7,sgk-1;daf-16,13.1
20.7,akt-1;daf-16,13.5
16.6,sgk-1;daf-16,13.3
20.3,akt-1;sgk-1,24.5
18.7,hcf-1;sgk-1,22.0
18.7,hcf-1;sgk-1,11.2
18.7,hcf-1;sgk-1,11.5
16.5,hsf-1;ddl-1,13.2
18.0,hsf-1;ddl-2,15.4
17.2,hsf-1;ddl-2,13.1
18.5,hsb -1;hsf-1,11.2
18.8,hsb -1;hsf-1,10.8
19.0,hsb -1;ddl-1,28.1
18.2,hsb -1;ddl-1,29.2
19.5,hsb -1;ddl-2,29.2
17.1,hsb -1;ddl-2,27.9
16.8,ddl-1;ddl-2,24.0
13.05,ddr-2;let-363,11.42
15.97,ddr-2;let-363;daf-15,16.57
14.04,ddr-2;let-363;daf-15,14.23
18.56,ddr-2;rsks-1,25.15
19.02,ddr-2;rsks-1,24.09
17.22,ddr-2;rab-10,18.39
16.56,ddr-2;rab-10,18.75
17.22,ddr-2;sams-1,19.08
16.56,ddr-2;sams-1,17.51
16.49,pha-4;ddr-2,17.68
14.04,pha-4;ddr-2,19.2
17.41,sams-1;ddr-2,20.58
18.44,sams-1;ddr-2,20.33
18.76,rab-10;ddr-2,20.86
21.68,rab-10;ddr-2,20.37
21.68,sams-1;ddr-2,20.8
12.0,age-1;fer-15;daf-16,13.0
12.0,daf-2;daf-18,13.0
19.0,daf-2;daf-18,16.0
12.0,age-1;fer-15;daf-18,12.0
19.0,daf-2;daf-20,50.0
14.0,age-1;fer-15;daf-2,29.0
25.0,age-1;fer-15;daf-2,49.0
14.69,npr-1;gcy-35,20.24
14.31,npr-1;gcy-35,23.61
14.89,npr-1;gcy-35,22.54
14.39,npr-1;gcy-35,20.06
14.69,gcy-35;npr-1;tax-4,15.65
14.31,gcy-35;npr-1;tax-4,13.26
14.89,gcy-35;npr-1;tax-4,13.88
14.39,gcy-35;npr-1;tax-4,15.0
13.73,npr-1;gcy-35,21.21
13.44,npr-1;gcy-35,19.55
14.43,npr-1;gcy-35,18.03
13.44,npr-1;gcy-35,17.95
13.73,npr-1;gcy-35,17.86
13.76,npr-1;gcy-35,19.26
13.32,npr-1;gcy-35,18.43
12.57,npr-1;gcy-35,22.46
16.34,npr-1;gcy-35,22.46
15.36,npr-1;gcy-35,18.43
15.43,npr-1;gcy-35,19.26
13.76,npr-1;gcy-33,12.73
13.32,npr-1;gcy-33,14.47
12.57,npr-1;gcy-33,13.89
16.34,npr-1;gcy-33,13.12
15.36,npr-1;gcy-33,10.4
13.76,gcy-35;npr-1;gcy-33,10.06
13.32,gcy-35;npr-1;gcy-33,11.55
12.57,gcy-35;npr-1;gcy-33,10.59
10.36,npr-1;gcy-35,15.79
11.54,npr-1;gcy-35,14.0
12.38,npr-1;gcy-35,15.38
14.73,npr-1;gcy-35,14.69
13.53,npr-1;gcy-35,14.69
14.15,npr-1;gcy-35,14.95
19.74,npr-1;gcy-35,20.53
20.49,npr-1;gcy-35,22.45
21.8,npr-1;gcy-35,21.67
17.53,npr-1;gcy-35,20.73
18.19,npr-1;gcy-35,20.52
20.73,npr-1;gcy-35,17.6
13.85,npr-1;gcy-35,18.69
13.51,npr-1;gcy-35,18.65
13.26,npr-1;gcy-35,18.81
13.85,gcy-35;npr-1;daf-16,15.05
13.51,gcy-35;npr-1;daf-16,15.24
13.26,gcy-35;npr-1;daf-16,14.48
13.85,npr-1;daf-16,16.03
13.51,npr-1;daf-16,13.86
13.26,npr-1;daf-16,14.0
13.85,daf-16;npr-1;gcy-35,15.05
13.51,daf-16;npr-1;gcy-35,15.24
13.26,daf-16;npr-1;gcy-35,14.48
13.85,daf-2;npr-1,31.74
13.51,daf-2;npr-1,33.86
13.26,daf-2;npr-1,25.06
13.85,daf-2;gcy-35;npr-1,34.29
13.51,daf-2;gcy-35;npr-1,28.43
13.26,daf-2;gcy-35;npr-1,21.5
14.69,npr-1;gcy-35,22.13
15.41,npr-1;gcy-35,23.08
14.03,npr-1;gcy-35,21.97
13.67,npr-1;gcy-35,20.59
13.48,npr-1;gcy-35,22.1
14.69,npr-1;hif-1,12.23
14.21,npr-1;hif-1,11.0
13.27,npr-1;hif-1,10.28
14.69,gcy-35;npr-1;hif-1,12.03
14.21,gcy-35;npr-1;hif-1,11.74
13.27,gcy-35;npr-1;hif-1,10.0
13.48,npr-1;egl-9,10.85
15.41,npr-1;egl-9,10.95
14.03,npr-1;egl-9,9.84
13.48,gcy-35;npr-1;egl-9,21.74
15.41,gcy-35;npr-1;egl-9,23.16
14.03,gcy-35;npr-1;egl-9,17.81
31.0,daf-2;daf-16,25.0
31.0,daf-2;egl-27,31.0
14.7,sgk-1;daf-2,36.0
14.7,sgk-1;age-1,30.0
17.5,sgk-1;daf-16,18.8
14.7,akt-1;akt-2,17.5
14.7,akt-1;akt-2;sgk-1,22.7
14.7,daf-16;sgk-1,11.4
18.7,trpa-1;daf-16,15.8
18.7,trpa-1;daf-16,16.0
22.8,trpa-1;daf-16,20.2
19.8,daf-16;pkc-2,14.6
19.8,daf-16;pkc-2,15.1
19.9,daf-16;pkc-2,17.2
19.9,daf-16;pkc-2,16.7
19.6,sgk-1;trpa-1,15.8
19.6,sgk-1;pkc-2,15.7
19.7,sgk-1;trpa-1,18.7
19.7,sgk-1;pkc-2,17.5
20.4,sgk-1;daf-16,17.7
19.8,sgk-1;daf-16,13.8
21.6,skn-1;trpa-1,19.2
21.6,skn-1;pkc-2,19.2
21.37,pha-4;trpa-1,18.27
21.37,pha-4;pkc-2,17.24
21.25,hsf-1;trpa-1,20.5
21.25,hsf-1;pkc-2,11.87
15.35,cmk-1;trpa-1,24.28
15.35,cmk-1;trpa-1,22.85
19.65,unc-43;trpa-1,22.41
18.66,trpa-1;pkc-2,25.33
27.18,trpa-1;pkc-2,22.81
20.0,trpa-1;pkc-2,16.0
14.37,trpa-1;pkc-2,13.95
20.66,akt-1;trpa-1,28.0
18.18,akt-2;trpa-1,28.78
19.33,jnk-1;trpa-1,18.88
20.55,trpa-1;sgk-1,25.27
20.55,pkc-2;sgk-1,25.27
21.09,daf-2;trpa-1,36.72
21.09,daf-2;trpa-1,45.81
10.2,vang-1;skn-1,13.0
10.2,vang-1;daf-16,12.0
21.4,vang-1;daf-16,22.5
10.2,vang-1;daf-2,25.6
12.8,rrf-1;vang-1,14.6
17.3,sea-2;daf-16,12.1
17.3,sea-2;daf-2,36.7
17.3,sea-2;daf-2;daf-16,13.1
20.9,daf-9;daf-3,37.5
23.9,daf-9;daf-16,26.9
22.8,daf-9;daf-12,23.9
12.6,daf-15; dpy-20;daf-2; dpy-20,31.4
12.6,daf-15; dpy-20;daf-16; dpy-20,10.0
17.39,mdl-1;mxl-2,16.08
17.39,mxl-1;mxl-2,16.08
13.5,mxl-1;daf-16,13.9
13.5,daf-16;mxl-1,13.7
13.5,mxl-2;daf-16,13.6
13.5,daf-16;mxl-2,14.2
14.8,daf-2;mxl-2,27.6
14.8,daf-2;mml-1,27.2
20.0,daf-2;mxl-2,28.0
20.0,mxl-1;daf-2,65.0
20.0,mxl-1;daf-2;daf-2,70.0
17.85,mxl-1;pha,12.5
17.85,mxl-2;pha,11.78
20.0,eat-2;mxl-2,17.39
20.0,eat-2;mml-1,21.7
20.0,eat-2;mxl-2,18.8
20.0,eat-2;mxl-1,30.0
20.0,eat-2;mdl-1,32.0
20.0,eat-2;mxl-1,29.3
12.67,rrf-3;daf-16;ttr-5,9.74
12.67,rrf-3;daf-16;epc-1,8.85
12.67,rrf-3;daf-16;pod-1,7.5
12.67,rrf-3;daf-16;acs-5,10.93
12.67,rrf-3;daf-16;Y119D3_446.d,9.97
12.67,rrf-3;daf-16;daf-2,9.72
12.67,rrf-3;daf-16;Y71H2_390.d,11.0
12.67,rrf-3;daf-16;ral-1,10.84
12.67,rrf-3;daf-16;T28D6.4,11.43
12.67,rrf-3;daf-16;K12H4.5,13.67
12.67,rrf-3;daf-16;T28A8.6,11.88
12.67,rrf-3;daf-16;pat-4,13.42
12.67,rrf-3;daf-16;Y66A7A1,12.21
12.67,rrf-3;daf-16;Y71H2_388.c,19.74
11.73,rrf-3;daf-16;grl-19,9.6
11.73,rrf-3;daf-16;asm-3,10.35
11.73,rrf-3;daf-16;cutl-28,8.71
11.73,rrf-3;daf-16;F42A6.1,10.58
11.73,rrf-3;daf-16;B0546.3,10.53
11.73,rrf-3;daf-16;aat-2,9.0
11.73,rrf-3;daf-16;C46G7.2,8.93
11.73,rrf-3;daf-16;K07H8.8,9.42
11.73,rrf-3;daf-16;F49C12.9,10.38
11.73,rrf-3;daf-16;T05A1.5,10.23
11.73,rrf-3;daf-16;inx-8,10.03
11.73,rrf-3;daf-16;inx-9,9.54
11.73,rrf-3;daf-16;spe-26,9.58
11.73,rrf-3;daf-16;R10H10.7,9.4
11.73,rrf-3;daf-16;C42C1.3,10.58
11.73,rrf-3;daf-16;amt-2,10.94
11.73,rrf-3;daf-16;Y45F10D.8,10.54
11.73,rrf-3;daf-16;set-26,11.38
11.73,rrf-3;daf-16;W03G1.5,12.76
11.73,rrf-3;daf-16;elt-6,11.41
11.73,rrf-3;daf-16;tes-1,12.38
11.73,rrf-3;daf-16;mrlp-1,11.96
11.73,rrf-3;daf-16;acdh-13,13.16
11.73,rrf-3;daf-16;rps-23,17.15
11.73,rrf-3;daf-16;qars-1,11.68
11.73,rrf-3;daf-16;ogdh-1,19.52
11.73,rrf-3;daf-16;F13B6.1,16.53
11.73,rrf-3;daf-16;F08B4.7,12.81
11.73,rrf-3;daf-16;tkt-1,12.47
11.73,rrf-3;daf-16;mars-1,13.62
11.73,rrf-3;daf-16;scl-8,12.24
11.73,rrf-3;daf-16;dld-1,19.76
11.73,rrf-3;daf-16;Y69A2A_2991.c,12.14
17.1,hlh-30;tor,17.8
18.7,hlh-30;tor,17.0
21.6,hlh-30;tor,19.3
14.4,hlh-30;glp-1,17.7
16.0,hlh-30;glp-1,16.7
19.2,hlh-30;glp-1,17.6
17.6,hlh-30;glp-1,16.6
14.16,glp-1;vha-16,14.16
17.5,glp-1;vha-16,13.8
16.8,glp-1;vha-16,14.8
16.1,glp-1;vha-16,15.0
17.42,glp-1;lmp-1,15.42
16.7,glp-1;lmp-1,17.2
17.9,glp-1;lmp-1,16.6
15.8,glp-1;lmp-1,18.3
17.22,rsks-1;atg-18,17.22
17.9,rsks-1;atg-18,18.4
17.3,rsks-1;atg-18,16.5
15.4,rsks-1;atg-18,16.0
16.3,clk-1;hif-1,15.5
14.4,isp-1;hif-1,15.9
15.3,clk-1;aha-1,15.3
15.8,isp-1;aha-1,18.0
16.3,clk-1;vhl-1,23.0
14.4,isp-1;vhl-1,23.6
14.4,clk-1;egl-9,19.0
16.3,isp-1;egl-9,22.6
15.3,clk-1;hif-1,16.5
15.8,isp-1;hif-1,18.4
18.1,clk-1;hif-1,28.0
18.1,isp-1;hif-1,20.2
