Gene(s),Wild Lifespan,Mutant Lifespan,Percent Change
nuo-6,19.26,31.24,62.201
nuo-6,20.16,32.42,60.813
nuo-6,20.22,30.75,52.077
egl-1,20.19,18.6,-7.875
egl-1,20.48,19.1,-6.738
egl-1,20.74,18.96,-8.582
ced-13,20.19,19.44,-3.715
ced-13,20.48,19.92,-2.734
ced-13,20.74,19.37,-6.606
egl-1,19.48,19.16,-1.643
egl-1,20.0,19.1,-4.5
egl-1,19.44,18.96,-2.469
ced-13,20.08,21.44,6.773
ced-13,21.08,21.74,3.131
ced-13,19.08,20.34,6.604
cbp-1,18.88,15.5,-17.903
cbp-1,18.88,15.5,-17.903
cbp-1,18.88,15.5,-17.903
cbp-1,18.88,15.5,-17.903
cbp-1,18.88,15.5,-17.903
cbp-1,13.92,9.06,-34.914
daf-16,13.92,10.67,-23.348
cbp-1,13.92,9.06,-34.914
daf-16,13.92,10.67,-23.348
cbp-1,20.84,14.16,-32.054
cbp-1,19.12,14.16,-25.941
akt-1,12.56,13.49,7.404
daf-16,25.47,15.97,-37.299
daf-2,12.7,45.82,260.787
akt-1,12.7,13.7,7.874
akt-1,12.7,13.7,7.874
sdf-9,12.7,12.9,1.575
sdf-9,12.7,12.9,1.575
akt-1,12.7,13.7,7.874
drp-1,19.21,19.27,0.312
drp-1,19.21,19.27,0.312
daf-16,19.21,12.65,-34.149
daf-16,19.21,12.65,-34.149
daf-16,19.21,12.65,-34.149
daf-16,19.21,12.65,-34.149
daf-16,19.21,12.65,-34.149
age-1,15.15,26.87,77.36
drp-1,15.15,15.44,1.914
drp-1,15.15,15.44,1.914
drp-1,15.03,15.54,3.393
drp-1,15.03,15.54,3.393
clk-1,20.8,25.0,20.192
eat-2,19.7,26.3,33.503
daf-2,21.9,34.1,55.708
clk-1,19.7,25.1,27.411
eat-2,21.9,26.3,20.091
ocr-2,19.3,31.2,61.658
ocr-2,19.2,29.8,55.208
osm-6,10.8,14.8,37.037
unc-31,12.5,23.6,88.8
unc-31,12.5,26.3,110.4
osm-6,10.8,14.8,37.037
ocr-2,9.6,12.4,29.167
daf-2,12.0,26.7,122.5
daf-2,12.0,26.7,122.5
unc-64,22.0,39.0,77.273
unc-31,22.0,29.0,31.818
daf-2,24.0,57.0,137.5
daf-2,24.0,57.0,137.5
unc-31,24.0,35.0,45.833
daf-10,18.8,30.7,63.298
daf-19,18.8,24.5,30.319
osm-3,18.8,30.6,62.766
osm-5,18.8,41.6,121.277
tax-4,18.8,36.6,94.681
daf-2,18.8,49.2,161.702
daf-2,18.8,49.2,161.702
daf-2,14.1,26.5,87.943
daf-2,13.6,21.8,60.294
pep-2,13.6,14.2,4.412
let-363,13.6,18.3,34.559
daf-2,11.0,24.3,120.909
pep-2,11.0,9.0,-18.182
let-363,11.0,15.4,40.0
daf-2,11.0,24.3,120.909
daf-2; pep-2,11.0,38.3,248.182
jnk-1,17.6,19.1,8.523
daf-2,17.6,44.0,150.0
akt-1;akt-2,14.9,34.2,129.53
tub-1,14.0,16.8,20.0
daf-2,14.0,31.8,127.143
tub-1,14.0,16.4,17.143
rrf-3,14.1,14.2,0.709
daf-2,14.1,24.2,71.631
daf-16,14.1,14.3,1.418
daf-16; daf-2,14.1,13.5,-4.255
rrf-3,14.1,14.2,0.709
daf-2,14.1,22.1,56.738
glp-4; daf-2,14.1,33.2,135.461
glp-4; daf-2,14.1,33.2,135.461
daf-2,17.6,23.3,32.386
daf-2,17.6,18.4,4.545
daf-2,17.6,24.6,39.773
daf-2,17.6,22.8,29.545
daf-2,17.6,33.8,92.045
daf-2,17.6,33.8,92.045
daf-2,17.6,33.8,92.045
daf-2,17.6,32.2,82.955
daf-2,17.6,32.2,82.955
daf-2,17.6,32.2,82.955
lin-14,8.9,11.9,33.708
daf-2,8.9,17.1,92.135
lin-4,14.6,6.9,-52.74
lin-14,9.5,12.5,31.579
daf-2,21.6,32.3,49.537
daf-16,21.6,16.4,-24.074
daf-2,16.0,25.5,59.375
daf-16,16.0,10.7,-33.125
daf-2,18.3,48.2,163.388
daf-2,18.3,48.2,163.388
isp-1,18.3,32.8,79.235
isp-1,18.3,32.8,79.235
cyc-1,17.5,32.9,88.0
cyc-1,17.5,32.9,88.0
clk-1,18.3,19.3,5.464
clk-1,18.3,19.3,5.464
daf-16,18.3,10.8,-40.984
daf-16,18.3,10.8,-40.984
daf-2,19.3,23.8,23.316
daf-16,16.3,14.6,-10.429
age-1,16.3,24.8,52.147
daf-2,16.67,24.01,44.031
daf-16,18.96,20.11,6.065
osm-5,18.96,20.05,5.749
gpc-1,16.7,20.3,21.557
gpc-1,16.7,20.3,21.557
gpa-11,16.7,16.8,0.599
gpc-1,16.7,20.3,21.557
gpa-1,16.7,20.4,22.156
gpa-11,16.7,17.5,4.79
gpa-1,16.7,20.4,22.156
odr-3,16.7,17.1,2.395
odr-3,16.7,17.1,2.395
odr-3,16.7,17.1,2.395
odr-3,17.5,19.7,12.571
odr-3,17.5,19.7,12.571
odr-3,17.5,19.7,12.571
gpc-1,17.5,20.3,16.0
odr-3,17.5,17.1,-2.286
gpa-11,17.5,17.5,0.0
gpa-1,17.5,20.4,16.571
daf-2,18.0,39.8,121.111
daf-2,18.0,39.8,121.111
daf-2,18.0,39.8,121.111
daf-2;odr-3,18.0,49.6,175.556
daf-2,18.0,39.8,121.111
daf-2;odr-3,18.0,49.6,175.556
rle-1,19.1,23.9,25.131
rle-1,19.1,23.9,25.131
daf-7,16.4,17.5,6.707
daf-7,15.4,16.1,4.545
daf-7,18.6,20.3,9.14
daf-7,24.8,20.4,-17.742
daf-7,19.0,21.0,10.526
daf-7,16.6,20.3,22.289
daf-7,15.0,16.0,6.667
daf-7,16.4,17.5,6.707
daf-7,18.9,21.0,11.111
daf-7,16.6,20.3,22.289
daf-7,16.6,17.1,3.012
daf-2,16.8,45.8,172.619
daf-2,18.9,22.4,18.519
daf-2,16.6,29.2,75.904
daf-2,18.9,22.3,17.989
daf-2,16.6,25.5,53.614
eat-2,14.9,19.3,29.53
eat-2,17.2,20.4,18.605
daf-2,19.0,42.0,121.053
daf-2,18.2,42.3,132.418
par-5,18.9,22.2,17.46
ftt-2,18.9,24.4,29.101
daf-2,18.2,40.8,124.176
age-1,18.2,22.8,25.275
glp-4,11.6,10.0,-13.793
daf-16,18.2,17.2,-5.495
daf-16,18.2,12.0,-34.066
clk-1,18.2,20.9,14.835
eat-2,18.2,24.3,33.516
let-363;dpy-5;unc-13,18.2,18.0,-1.099
ife-2,11.6,17.1,47.414
ife-2,18.2,28.8,58.242
ife-2,18.2,28.8,58.242
ife-2,18.2,28.8,58.242
glp-4,11.6,10.0,-13.793
eat-2,17.2,22.0,27.907
eat-2,18.1,23.8,31.492
daf-2,21.5,31.1,44.651
daf-2,21.5,31.1,44.651
cyc-1,21.6,29.1,34.722
daf-2,19.4,48.7,151.031
daf-2,19.4,48.7,151.031
isp-1,20.5,27.4,33.659
cyc-1,18.4,37.7,104.891
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
daf-2,20.7,34.2,65.217
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
glp-1,20.7,22.2,7.246
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
daf-2,18.6,28.8,54.839
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
glp-1,18.6,22.4,20.43
daf-2,20.7,39.7,91.787
daf-2,20.7,39.7,91.787
daf-2,16.3,26.5,62.577
daf-2,16.3,26.5,62.577
daf-2,16.2,28.9,78.395
daf-2,16.2,28.9,78.395
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-2,14.7,36.7,149.66
daf-2,14.7,36.7,149.66
daf-2; daf-16,14.7,10.1,-31.293
daf-2; daf-16,14.7,10.1,-31.293
daf-16,14.8,13.6,-8.108
daf-2,16.2,39.4,143.21
age-1,19.4,41.7,114.948
pdk-1,14.4,21.1,46.528
akt-1,15.7,21.8,38.854
asm-3;rrf-3,17.4,20.1,15.517
asm-3;rrf-3,17.4,20.1,15.517
asm-3;rrf-3,17.4,20.1,15.517
daf-2,22.7,45.7,101.322
daf-2,22.7,45.7,101.322
daf-2;sod-3,22.7,57.3,152.423
daf-2,22.7,45.7,101.322
rict-1,13.37,10.3,-22.962
rict-1,13.37,11.24,-15.931
rict-1,13.37,10.3,-22.962
rict-1,13.37,11.24,-15.931
egl-9,20.0,20.8,4.0
daf-16,20.0,15.1,-24.5
skn-1,20.0,15.4,-23.0
daf-2,20.0,32.5,62.5
sod-1,17.7,17.3,-2.26
sod-1,17.7,17.3,-2.26
sod-1,17.7,17.3,-2.26
sod-1,17.7,17.3,-2.26
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-3,17.7,17.1,-3.39
sod-2;sod-4,17.7,26.8,51.412
sod-3;sod-5,17.7,20.0,12.994
sod-3;sod-5,17.7,20.0,12.994
daf-2,17.7,60.8,243.503
clk-1,17.7,29.1,64.407
isp-1,17.7,42.3,138.983
eat-2,17.7,36.9,108.475
glp-1,17.7,32.1,81.356
hif-1;daf-16,13.6,12.4,-8.824
hif-1;daf-2,13.6,35.0,157.353
hif-1;unc-24;daf-15,13.6,16.6,22.059
hif-1;rsks-1,14.0,17.0,21.429
egl-9;rsks-1,14.0,14.2,1.429
egl-9;eat-2,14.6,15.0,2.74
pha-4;hif-1,14.0,16.5,17.857
ire-1;hif-1,14.4,9.2,-36.111
ire-1;ifg-1,12.4,10.2,-17.742
xbp-1;hif-1,14.9,14.3,-4.027
rsks-1;daf-2,12.5,69.3,454.4
rsks-1;daf-2,12.7,70.0,451.181
daf-16;daf-2;rsks-1,12.5,11.2,-10.4
daf-16;daf-2;rsks-1,12.7,11.8,-7.087
rsks-1;daf-2,13.6,50.5,271.324
rsks-1;daf-2,12.8,50.0,290.625
aakg-4;rsks-1,13.6,15.0,10.294
aakg-4;rsks-1,12.8,13.2,3.125
aakg-4;daf-2,13.6,22.0,61.765
aakg-4;daf-2,12.8,21.4,67.187
aakg-4;daf-2;rsks-1,13.6,26.0,91.176
aakg-4;daf-2;rsks-1,12.8,24.4,90.625
rsks-1;daf-2,12.8,58.7,358.594
rsks-1;daf-2,13.0,53.4,310.769
aak-2;rsks-1,12.8,9.7,-24.219
aak-2;rsks-1,13.0,9.0,-30.769
aak-2;daf-2,12.8,22.5,75.781
aak-2;daf-2,13.0,18.6,43.077
aak-2;daf-2;rsks-1,12.8,26.6,107.812
aak-2;daf-2;rsks-1,13.0,22.6,73.846
rsks-1;daf-2,12.8,62.8,390.625
rsks-1;daf-2,13.0,61.6,373.846
glp-1;rsks-1,12.8,11.7,-8.594
glp-1;rsks-1,13.0,10.1,-22.308
glp-1;daf-2,12.8,37.3,191.406
glp-1;daf-2,13.0,38.2,193.846
glp-1;daf-2;rsks-1,12.8,40.1,213.281
glp-1;daf-2;rsks-1,13.0,43.5,234.615
daf-18;daf-2,23.8,24.5,2.941
pptr-1;daf-2,23.8,29.8,25.21
daf-18;daf-2,23.7,22.5,-5.063
pptr-1;daf-2,23.7,30.5,28.692
nhr-80;glp-1,13.5,11.5,-14.815
nhr-80;glp-1,16.5,12.5,-24.242
cyc-1;nhr-80,19.5,32.0,64.103
cyc-1;nhr-80,16.5,19.5,18.182
fat-2;glp-1,13.0,27.0,107.692
fat-2;glp-1,13.0,23.0,76.923
nhr-80;glp-1,18.0,37.5,108.333
nhr-80;glp-1,18.5,42.0,127.027
tcer-1;glp-1,19.9,16.3,-18.09
daf-16;glp-1,19.9,15.3,-23.116
tcer-1;glp-1,19.5,18.5,-5.128
daf-16;glp-1,19.5,15.2,-22.051
tcer-1;glp-1,20.8,13.9,-33.173
daf-16;glp-1,20.8,12.9,-37.981
tcer-1;glp-1,19.5,18.1,-7.179
daf-16;glp-1,19.5,14.2,-27.179
tcer-1;tcer-1,18.6,23.8,27.957
tcer-1;tcer-1,18.6,21.5,15.591
tcer-1;tcer-1,18.5,24.6,32.973
tcer-1;tcer-1,18.5,23.2,25.405
daf-16;tcer-1,18.4,17.7,-3.804
daf-16;tcer-1,18.4,17.6,-4.348
daf-16;tcer-1,16.5,16.9,2.424
daf-16;tcer-1,16.5,16.1,-2.424
daf-16;tcer-1,21.1,16.6,-21.327
daf-16;tcer-1,21.1,17.6,-16.588
kri-1;tcer-1,16.5,16.0,-3.03
kri-1;tcer-1,16.5,17.1,3.636
kri-1;tcer-1,21.1,16.8,-20.379
kri-1;tcer-1,21.1,15.9,-24.645
tcer-1;daf-2,16.7,31.3,87.425
daf-2;unc-51,21.4,38.5,79.907
daf-2;atg-3,21.4,43.9,105.14
daf-2;atg-5,21.4,47.0,119.626
daf-2;bec-1,21.4,26.4,23.364
daf-2;atg-7,21.4,41.9,95.794
daf-2;lgg-1,21.4,38.3,78.972
daf-2;lgg-2,21.4,41.0,91.589
daf-2;atg-9,21.4,45.0,110.28
daf-2;atg-10,21.4,39.9,86.449
daf-2;lgg-3,21.4,46.6,117.757
daf-2;atg-18,21.4,23.8,11.215
daf-2;unc-51,21.9,42.2,92.694
daf-2;atg-3,21.9,41.1,87.671
daf-2;atg-5,21.9,40.3,84.018
daf-2;bec-1,21.9,41.5,89.498
daf-2;atg-7,21.9,37.0,68.95
daf-2;lgg-1,21.9,39.3,79.452
daf-2;lgg-2,21.9,43.1,96.804
daf-2;atg-9,21.9,46.7,113.242
daf-2;atg-10,21.9,39.4,79.909
daf-2;lgg-3,21.9,40.0,82.648
daf-2;atg-18,21.9,38.9,77.626
eat-2;nhr-62,20.96,22.73,8.445
eat-2;nhr-62,20.96,21.23,1.288
eat-2;nhr-62,20.96,20.48,-2.29
eat-2;nhr-4,18.89,24.48,29.592
eat-2;nhr-21,18.89,23.97,26.893
eat-2;nhr-62,15.72,18.93,20.42
nhr-62;daf-2,14.58,34.51,136.694
nhr-62;cco-1,14.58,30.53,109.396
nhr-62;daf-2,16.49,52.51,218.435
nhr-62;cco-1,16.49,31.73,92.42
nhr-62;let-363,14.92,20.76,39.142
nhr-62;let-363,15.92,20.78,30.528
daf-2;xbp-1,14.9,36.6,145.638
daf-2;ire-1,14.9,20.2,35.57
daf-2;ire-1,19.5,33.8,73.333
daf-2;xbp-1,21.4,24.4,14.019
daf-2;xbp-1,21.4,28.5,33.178
daf-2;xbp-1,16.5,36.6,121.818
daf-2;ire-1,16.5,19.9,20.606
daf-2;xbp-1,17.5,30.1,72.0
daf-2;ire-1,17.5,22.2,26.857
daf-2;xbp-1,17.5,23.6,34.857
daf-2;ire-1,17.5,16.0,-8.571
daf-2;xbp-1,21.4,22.9,7.009
daf-2;xbp-1,14.9,22.3,49.664
daf-2;ire-1,14.9,16.0,7.383
daf-2;xbp-1,18.6,36.2,94.624
daf-2;ire-1,18.6,27.5,47.849
daf-2;xbp-1,20.1,36.1,79.602
daf-2;ire-1,20.1,30.3,50.746
daf-2;xbp-1,20.2,38.0,88.119
daf-2;ire-1,20.2,32.1,58.911
daf-2;xbp-1,20.2,18.6,-7.921
daf-2;ire-1,20.2,18.9,-6.436
daf-2;atf-6,19.8,42.7,115.657
daf-2;atf-6,20.4,39.9,95.588
daf-2;atf-6,20.4,30.0,47.059
daf-2;pek-1,16.4,42.9,161.585
daf-2;pek-1,19.6,49.6,153.061
daf-2;pek-1,19.6,31.9,62.755
daf-2;pek-1,18.2,50.3,176.374
daf-2;pek-1,20.4,40.8,100.0
daf-2;pek-1,20.4,28.2,38.235
daf-2;abu-11,20.4,45.5,123.039
daf-2;abu-11,20.4,28.6,40.196
daf-2;abu-11,19.8,41.0,107.071
daf-2;abu-11,19.8,31.9,61.111
daf-2;daf-16,16.1,11.0,-31.677
daf-2;dox-1,16.1,19.0,18.012
daf-2;xbp-1,16.1,17.3,7.453
daf-2;daf-16,14.7,14.8,0.68
daf-2;dox-1,14.7,17.4,18.367
daf-2;xbp-1,14.7,14.6,-0.68
daf-2;dox-1,17.5,24.1,37.714
daf-2;dox-1,16.2,24.9,53.704
daf-2;dox-1,19.1,30.7,60.733
daf-2;dox-1,18.1,31.6,74.586
isp-1;ire-1,14.9,19.1,28.188
isp-1;ire-1,14.9,21.1,41.611
isp-1;ire-1,17.5,21.8,24.571
isp-1;ire-1,18.6,21.9,17.742
isp-1;ire-1,20.2,21.9,8.416
isp-1;ire-1,20.1,23.5,16.915
eat-2;ire-1,21.4,18.4,-14.019
eat-2;ire-1,17.5,19.7,12.571
eat-2;ire-1,18.6,21.5,15.591
eat-2;ire-1,20.1,19.8,-1.493
daf-2;skn-1,20.44,22.63,10.714
daf-2;skn-1,20.44,22.25,8.855
daf-2;skn-1,20.44,19.83,-2.984
daf-2;skn-1,20.44,38.6,88.845
daf-2;skn-1,20.44,27.64,35.225
daf-2;skn-1,20.44,33.16,62.231
rrf-3;skn-1,20.44,20.43,-0.049
rrf-3;daf-2;skn-1,20.44,25.83,26.37
rrf-3;akt-1;akt-2,13.8,22.5,63.043
rrf-3;skn-1;akt-1;akt-2,13.8,11.6,-15.942
rrf-3;skn-1;akt-1;akt-2,13.8,20.4,47.826
rrf-3;skn-1;akt-1;akt-2,13.8,17.69,28.188
sgk-1;skn-1,13.8,8.2,-40.58
sgk-1;skn-1,13.8,9.1,-34.058
daf-2;utx-1,16.33,47.17,188.855
daf-2;utx-1,16.16,49.29,205.012
daf-16;utx-1,16.33,9.89,-39.437
daf-16;utx-1,16.16,10.4,-35.644
daf-16;utx-1,16.24,9.1,-43.966
akt-1;utx-1,16.33,26.5,62.278
akt-1;utx-1,16.16,30.18,86.757
akt-1;utx-1,16.24,28.51,75.554
akt-2;utx-1,16.33,18.23,11.635
